x,y
-1.48135430354159,-80
1.0332640488632,80
-0.0764031262369826,0
-1.41978544800077,-80
-0.108397971605882,0
-0.878622713149525,-80
-0.612582717905752,-80
1.6977566605201,160
-0.187966263853014,0
-0.450821987004019,0
1.19876609148923,80
-1.44989166513551,-80
-0.83157195430249,-80
1.99757126998156,160
-1.43478066148236,-80
1.01258427544963,80
0.380736315390095,0
-0.129868041258305,0
0.24745898146648,0
1.96474232384935,160
0.231708106934093,0
1.91837537731044,160
1.11773054243531,80
0.895767155336216,80
0.231614507501945,0
-1.30918945616577,-80
1.23398786690086,80
-0.287985307979397,0
-1.42238151433412,-80
0.679710900527425,80
-1.04632351326291,-80
-0.870531245600432,-80
0.727330396999605,80
-0.909436735906638,-80
-0.232712040422484,0
-0.726764233200811,-80
1.39664557762444,80
-1.48725041013677,-80
-0.948694426682778,-80
1.78021493251435,160
1.17903045332059,80
1.37571613700129,80
-0.618696171673946,-80
-1.08855496847536,-80
-1.03504046797752,-80
-0.0322399154538289,0
-0.219446214148775,0
-0.993292961735278,-80
0.319478075602092,0
1.1102663212223,80
-1.11575882253237,-80
-0.206391333136708,0
-0.721488498384133,-80
1.63940889702644,160
-1.12777926190756,-80
1.43649855488911,80
1.45879331638571,80
-1.4057921768399,-80
1.17871872358955,80
-0.538111662375741,-80
-0.971805805107579,-80
-1.15455780120101,-80
0.989740666584112,80
0.0967617101268843,0
-0.103020385606214,0
0.655835647601634,80
-1.03530461608898,-80
-1.21775437612087,-80
0.82118089555297,80
1.27739314630162,80
-0.193217478925362,0
1.29610502789728,80
1.33716673019808,80
1.5261570654111,160
-0.020375472959131,0
-1.16444736730773,-80
1.58907944441307,160
-0.489655642420985,0
-0.432121222373098,0
1.35636811191216,80
0.554109423304908,80
0.819582286290824,80
0.755464522284456,80
-0.701055839075707,-80
0.634717121603899,80
0.202202766551636,0
0.530066974228248,80
1.3443520355504,80
0.231853487202898,0
-1.21288368362002,-80
0.123299736878835,0
0.594301227596588,80
1.69857442891225,160
-1.33191329974215,-80
1.36333384865429,80
-1.19324310519733,-80
-0.551612198236398,-80
1.46594239014667,80
1.71547999524046,160
-1.21285485709086,-80
0.451477383961901,0
-1.35044790641405,-80
-0.58688813156914,-80
-0.842125134426169,-80
0.485960115911439,0
-1.27011475199834,-80
0.0314199163112789,0
0.43585885851644,0
0.390702777775005,0
-0.609275446971878,-80
-0.921874469728209,-80
1.0472337724641,80
-0.778447488788515,-80
0.552629341487773,80
1.69741092144977,160
-0.77561689785216,-80
1.41136005066801,80
-0.41881938779261,0
-0.84052131709177,-80
0.316306511173025,0
-0.85587532853242,-80
-0.715026620426215,-80
1.85155047266744,160
-0.824099829304032,-80
1.90155085513834,160
1.75752765545622,160
-0.735117921605706,-80
-0.242618506075814,0
-1.1625789210666,-80
1.53557646262925,160
1.98476927832235,160
0.502399542252533,80
0.567834758665413,80
0.951161016942933,80
0.509250720147975,80
-0.928514923201874,-80
0.356206821510568,0
0.247213560738601,0
1.7198899978539,160
0.0838405227987096,0
-0.0160703586880118,0
-1.23033875820693,-80
1.74719988927245,160
-0.404186588828452,0
-0.0556187350302935,0
-0.118249467690475,0
0.92645135440398,80
0.572674883180298,80
-0.972600096021779,-80
-0.301515346742235,0
0.486883857287467,0
1.15978771343362,80
1.59771008638199,160
1.08546659757849,80
0.022847990039736,0
-1.42836216674186,-80
1.65056742937304,160
-1.06236603984144,-80
1.98882187646814,160
-1.2738200154854,-80
1.39409498963505,80
-0.253991728997789,0
-0.0935961535433307,0
1.88480390887707,160
0.384504524758086,0
0.706613610498607,80
-0.337407455896027,0
-1.13977435359266,-80
1.94862637494225,160
0.842927578953095,80
-1.49459495977499,-80
-0.219395064865239,0
0.362821039860137,0
0.443629689398222,0
0.403474834631197,0
0.424172040540725,0
0.54578974749893,80
